Name,Occupation,POY,Cover #,Year,Order
Everett Dirksen,Politics & Gov,N,2091,1964,2226
Gen. Kong Le,Military,N,2092,1964,2227
Princess Anne-Marie Dagmar Ingrid,Royalty,N,2093,1964,2228
Everett Dirksen,Politics & Gov,N,2094,1964,2229
Barry Goldwater,Politics & Gov,N,2094,1964,2230
William Faulkner,Author,N,2095,1964,2231
Barry Goldwater,Politics & Gov,N,2096,1964,2232
Gen. Khanh,Military,N,2097,1964,2233
Adm. U.S. Grant Sharp Jr,Military,N,2098,1964,2234
Cardinal Cushing,Religion,N,2099,1964,2235
Lady Bird Johnson,Politics & Gov,N,2100,1964,2236
Hubert H. Humphrey,Politics & Gov,N,2101,1964,2237
Lyndon B. Johnson,Politics & Gov,N,2101,1964,2238
Hank Bauer,Sports,N,2102,1964,2239
Charles H. Percy,Politics & Gov,N,2103,1964,2240
Lee Harvey Oswald,Crime,N,2104,1964,2241
Hugo L. Black,Politics & Gov,N,2105,1964,2242
Pierre Salinger,Politics & Gov,N,2106,1964,2243
Leonid Brezhnev,Politics & Gov,N,2107,1964,2244
Lyndon B. Johnson,Politics & Gov,N,2107,1964,2245
Alexei Kosygin,Politics & Gov,N,2107,1964,2246
Harold Wilson,Politics & Gov,N,2107,1964,2247
Kenneth Keating,Politics & Gov,N,2108,1964,2248
Lyndon B. Johnson,Politics & Gov,N,2109,1964,2249
Edmund N. Bacon,Politics & Gov,N,2110,1964,2250
Zhou En-lai,Politics & Gov,N,2111,1964,2251
Alexei Kosygin,Politics & Gov,N,2111,1964,2252
Ara Parseghian,Sports,N,2112,1964,2253
Lammot Copeland,Business,N,2113,1964,2254
Dr. Paul Carlson,Science,N,2114,1964,2255
Buff Chandler,Journalism,N,2115,1964,2256
Jesus,Religion,N,2116,1964,2257
Lyndon B. Johnson,Politics & Gov,Y,2117,1965,2258
Jack I. Strauss,Business,N,2118,1965,2259
Carl Albert,Politics & Gov,N,2119,1965,2260
William Fulbright,Politics & Gov,N,2120,1965,2261
Wallace M. Greene,Military,N,2121,1965,2262
Gen. Harold K. Johnson,Military,N,2121,1965,2263
John P. McConnell,Military,N,2121,1965,2264
David L McDonald,Military,N,2121,1965,2265
Earle Wheeler,Military,N,2121,1965,2266
Evsei Liberman,Science,N,2122,1965,2267
Gen. William Westmoreland,Military,N,2123,1965,2268
Marshal Chen Yi,Politics & Gov,N,2124,1965,2269
Jeanne Moreau,Entertainment,N,2125,1965,2270
Fernando Belaunde Terry,Politics & Gov,N,2126,1965,2271
Martin Luther King Jr,Society,N,2127,1965,2272
Alexey Leonov,Science,N,2128,1965,2273
Charlie Brown,Entertainment,N,2129,1965,2274
Linus,Entertainment,N,2129,1965,2275
Lucy,Entertainment,N,2129,1965,2276
Schroeder,Entertainment,N,2129,1965,2277
Snoopy,Entertainment,N,2129,1965,2278
Rudolf Nureyev,Theater,N,2130,1965,2279
Robbie Risner,Military,N,2131,1965,2280
Harold Wilson,Politics & Gov,N,2132,1965,2281
Gen. Wessin Y Wessin,Military,N,2133,1965,2282
Dr. Michael DeBakey,Science,N,2134,1965,2283
Norton Simon,Business,N,2135,1965,2284
James McDivitt,Science,N,2136,1965,2285
Ed White,Science,N,2136,1965,2286
Phyllis McGinley,Author,N,2137,1965,2287
McGeorge Bundy,Politics & Gov,N,2138,1965,2288
Jim Clark,Sports,N,2139,1965,2289
Ho Chi Minh,Politics & Gov,N,2140,1965,2290
William H. Pickering,Science,N,2141,1965,2291
Marc Chagall,Arts,N,2142,1965,2292
Lyndon B. Johnson,Politics & Gov,N,2143,1965,2293
Lal Bahadur Shastri,Politics & Gov,N,2144,1965,2294
Chris Kraft,Science,N,2145,1965,2295
Charles B. Schuman,Politics & Gov,N,2146,1965,2296
Henry H. Fowler,Politics & Gov,N,2147,1965,2297
Lal Bahadur Shastri,Politics & Gov,N,2148,1965,2298
Ayub Khan,Politics & Gov,N,2148,1965,2299
Pope Paul VI,Religion,N,2149,1965,2300
Fidel Castro,Politics & Gov,N,2150,1965,2301
Francis Keppel,Politics & Gov,N,2151,1965,2302
Bill D. Moyers,Politics & Gov,N,2152,1965,2303
Ian Smith,Politics & Gov,N,2153,1965,2304
John V. Lindsay,Politics & Gov,N,2154,1965,2305
Jimmy Brown,Sports,N,2155,1965,2306
Charles Bluhdorn,Business,N,2156,1965,2307
Arthur Carlsberg,Business,N,2156,1965,2308
Arthur Decio,Business,N,2156,1965,2309
John Diebold,Business,N,2156,1965,2310
Merlyn Mickelson,Business,N,2156,1965,2311
Harold Prince,Business,N,2156,1965,2312
Gen. Harold K. Johnson,Military,N,2157,1965,2313
Arthur Schlesinger Jr,Author,N,2158,1965,2314
John Maynard Keynes,Science,N,2159,1965,2315
Gen. William Westmoreland,Military,Y,2160,1966,2316
Ho Chi Minh,Politics & Gov,N,2161,1966,2317
Lyndon B. Johnson,Politics & Gov,N,2161,1966,2318
Alexander N. Shelepin,Politics & Gov,N,2161,1966,2319
Francisco Franco,Politics & Gov,N,2162,1966,2320
Indira Gandhi,Politics & Gov,N,2163,1966,2321
Dean Rusk,Politics & Gov,N,2164,1966,2322
Courtlandt S. Gross,Business,N,2165,1966,2323
Nguyen Cao Ky,Politics & Gov,N,2166,1966,2324
Arthur Rubinstein,Music,N,2167,1966,2325
Robert C. Weaver,Politics & Gov,N,2168,1966,2326
Maarten Schmidt,Science,N,2169,1966,2327
Nicolae Ceausescu,Politics & Gov,N,2170,1966,2328
David Merrick,Entertainment,N,2171,1966,2329
Hubert H. Humphrey,Politics & Gov,N,2172,1966,2330
Thich Tri Quang,Religion,N,2173,1966,2331
Danny Escobedo,Crime,N,2174,1966,2332
Sargent Shriver,Society,N,2176,1966,2333
James M. Roche,Business,N,2177,1966,2334
King Bhumibol,Royalty,N,2178,1966,2335
Queen Sirikit,Royalty,N,2178,1966,2336
Gary Wilson,Education,N,2179,1966,2337
Juan Marichal,Sports,N,2180,1966,2338
Gen. Vo Nguyen Giap,Military,N,2181,1966,2339
Jacob Javits,Politics & Gov,N,2182,1966,2340
Charles de Gaulle,Politics & Gov,N,2183,1966,2341
Robert S. McNamara,Politics & Gov,N,2184,1966,2342
Suharto,Military,N,2185,1966,2343
Charles Tillinghast Jr,Business,N,2186,1966,2344
Lauren Bacall,Entertainment,N,2187,1966,2345
Luci B. Johnson,Politics & Gov,N,2188,1966,2346
Patrick Nugent,Politics & Gov,N,2188,1966,2347
Charles Whitman,Crime,N,2189,1966,2348
James E. Thomson,Business,N,2190,1966,2349
Hendrik Verwoerd,Politics & Gov,N,2191,1966,2350
Samuel Yorty,Politics & Gov,N,2192,1966,2351
Lin Biao,Politics & Gov,N,2193,1966,2352
Robert F. Kennedy,Politics & Gov,N,2194,1966,2353
Rudolf Bing,Theater,N,2195,1966,2354
William A.C. Bennett,Politics & Gov,N,2196,1966,2355
Ronald Reagan,Politics & Gov,N,2197,1966,2356
Walter Cronkite,Journalism,N,2198,1966,2357
Ferdinand Marcos,Politics & Gov,N,2199,1966,2358
Terry Hanratty,Sports,N,2200,1966,2359
Jim Seymour,Sports,N,2200,1966,2360
Lyndon B. Johnson,Politics & Gov,N,2201,1966,2361
Bishop Pike,Religion,N,2202,1966,2362
Edward Brooke,Politics & Gov,N,2203,1966,2363
Mark Hatfield,Politics & Gov,N,2203,1966,2364
Charles H. Percy,Politics & Gov,N,2203,1966,2365
Ronald Reagan,Politics & Gov,N,2203,1966,2366
Nelson Rockefeller,Politics & Gov,N,2203,1966,2367
George Romney,Politics & Gov,N,2203,1966,2368
Julia Child,Society,N,2204,1966,2369
Winthrop Rockefeller,Politics & Gov,N,2205,1966,2370
Kurt Georg Kiesinger,Politics & Gov,N,2206,1966,2371
Bennett Cerf,Business,N,2207,1966,2372
Julie Andrews,Entertainment,N,2208,1966,2373
Rudolph Peterson,Business,N,2209,1966,2374
Mao Zedong,Politics & Gov,N,2210,1967,2375
John W. Gardner,Politics & Gov,N,2211,1967,2376
Roger Chaffee,Science,N,2212,1967,2377
Gus Grissom,Science,N,2212,1967,2378
Ed White,Science,N,2212,1967,2379
Eisaku Sato,Politics & Gov,N,2213,1967,2380
Edward Brooke,Politics & Gov,N,2214,1967,2381
Richard Helms,Politics & Gov,N,2215,1967,2382
Hugh Hefner,Entertainment,N,2216,1967,2383
Henry R. Luce,Journalism,N,2217,1967,2384
Lynn Redgrave,Entertainment,N,2218,1967,2385
Vanessa Redgrave,Entertainment,N,2218,1967,2386
Martin Luther,Religion,N,2219,1967,2387
James S. McDonnell,Business,N,2220,1967,2388
President Costa e Silva,Politics & Gov,N,2221,1967,2389
King Constantine,Royalty,N,2222,1967,2390
Gen. William Westmoreland,Military,N,2223,1967,2391
Frank Johnson,Politics & Gov,N,2224,1967,2392
Johnny Carson,Entertainment,N,2225,1967,2393
Sgt. Clide Brown Jr,Military,N,2226,1967,2394
Robert Lowell,Author,N,2227,1967,2395
Levi Eshkol,Politics & Gov,N,2228,1967,2396
Gen. Moshe Dayan,Military,N,2229,1967,2397
Kingman Brewster Jr,Education,N,2230,1967,2398
Lyndon B. Johnson,Politics & Gov,N,2231,1967,2399
Alexei Kosygin,Politics & Gov,N,2231,1967,2400
King Hussein,Royalty,N,2232,1967,2401
John Smith,Society,N,2233,1967,2402
Daniel Patrick Moynihan,Science,N,2234,1967,2403
Whitney M. Young Jr,Society,N,2235,1967,2404
Bus Mosbacher,Sports,N,2236,1967,2405
Sandy Dennis,Entertainment,N,2237,1967,2406
Harold S. Geneen,Business,N,2238,1967,2407
Nguyen van Thieu,Politics & Gov,N,2239,1967,2408
The Beatles,Music,N,2240,1967,2409
Tony Smith,Arts,N,2241,1967,2410
Ronald Reagan,Politics & Gov,N,2242,1967,2411
Nelson Rockefeller,Politics & Gov,N,2242,1967,2412
William F. Buckley Jr,Politics & Gov,N,2243,1967,2413
Nikita Khrushchev,Politics & Gov,N,2244,1967,2414
Alexei Kosygin,Politics & Gov,N,2244,1967,2415
Vladimir Lenin,Politics & Gov,N,2244,1967,2416
Joseph Stalin,Politics & Gov,N,2244,1967,2417
Mayor Carl Stokes,Politics & Gov,N,2245,1967,2418
Harold Wilson,Politics & Gov,N,2246,1967,2419
Rudi Gernreich,Fashion,N,2247,1967,2420
Warren Beatty,Entertainment,N,2248,1967,2421
Faye Dunaway,Entertainment,N,2248,1967,2422
Dr. Christiaan Barnard,Science,N,2249,1967,2423
Bob Hope,Entertainment,N,2250,1967,2424
Michael Haider,Business,N,2251,1967,2425
Lyndon B. Johnson,Politics & Gov,Y,2252,1968,2426
Samuel B. Gould,Education,N,2253,1968,2427
Zubin Mehta,Music,N,2254,1968,2428
Stuart Saunders,Business,N,2255,1968,2429
Cmdr. Lloyd Bucher,Military,N,2256,1968,2430
Gen. Vo Nguyen Giap,Military,N,2257,1968,2431
John Galbraith,Business,N,2258,1968,2432
Adm. Sergei Gorshkov,Military,N,2259,1968,2433
Bobby Hull,Sports,N,2260,1968,2434
Richard Nixon,Politics & Gov,N,2261,1968,2435
Nelson Rockefeller,Politics & Gov,N,2261,1968,2436
Eugene McCarthy,Politics & Gov,N,2262,1968,2437
Pierre-Paul Schweitzer,Politics & Gov,N,2263,1968,2438
Alexander Dubcek,Politics & Gov,N,2264,1968,2439
Lyndon B. Johnson,Politics & Gov,N,2265,1968,2440
Gen. Creighton Abrams,Military,N,2266,1968,2441
John Updike,Author,N,2267,1968,2442
Hubert H. Humphrey,Politics & Gov,N,2268,1968,2443
W. Averell Harriman,Politics & Gov,N,2269,1968,2444
Xuan Thuy,Politics & Gov,N,2269,1968,2445
Mai Van Bo,Politics & Gov,N,2269,1968,2446
Cyrus Vance,Politics & Gov,N,2269,1968,2447
Robert F. Kennedy,Politics & Gov,N,2270,1968,2448
Charles de Gaulle,Politics & Gov,N,2271,1968,2449
Robert F. Kennedy,Politics & Gov,N,2272,1968,2450
Aretha Franklin,Music,N,2273,1968,2451
Abe Fortas,Politics & Gov,N,2274,1968,2452
Tom Reddin,Crime,N,2275,1968,2453
Eugene McCarthy,Politics & Gov,N,2276,1968,2454
Nelson Rockefeller,Politics & Gov,N,2276,1968,2455
Alexander Owings,Architecture,N,2277,1968,2456
Daniel J. Evans,Politics & Gov,N,2278,1968,2457
Spiro Agnew,Politics & Gov,N,2279,1968,2458
Richard Nixon,Politics & Gov,N,2279,1968,2459
Col. Ojukwu,Military,N,2280,1968,2460
Hubert H. Humphrey,Politics & Gov,N,2281,1968,2461
Edmund Muskie,Politics & Gov,N,2281,1968,2462
Denny McClain,Sports,N,2282,1968,2463
Spiro Agnew,Politics & Gov,N,2283,1968,2464
Alexander Solzhenitsyn,Author,N,2284,1968,2465
Dick Martin,Entertainment,N,2285,1968,2466
Dan Rowan,Entertainment,N,2285,1968,2467
Curtis LeMay,Politics & Gov,N,2286,1968,2468
George Wallace,Politics & Gov,N,2286,1968,2469
Jacqueline Kennedy,Politics & Gov,N,2287,1968,2470
Aristotle Onassis,Politics & Gov,N,2287,1968,2471
John V. Lindsay,Politics & Gov,N,2288,1968,2472
Lyndon B. Johnson,Politics & Gov,N,2289,1968,2473
Richard Nixon,Politics & Gov,N,2290,1968,2474
Pope Paul VI,Religion,N,2291,1968,2475
Charles de Gaulle,Politics & Gov,N,2292,1968,2476
Yasser Arafat,Military,N,2293,1968,2477
William P. Rogers,Politics & Gov,N,2294,1968,2478
Johann Sebastian Bach,Music,N,2295,1968,2479
William A. Anders,Science,Y,2296,1969,2480
Frank Borman,Science,Y,2296,1969,2481
Jim Lovell,Science,Y,2296,1969,2482
Ted Kennedy,Politics & Gov,N,2297,1969,2483
Giovanni Agnelli,Business,N,2298,1969,2484
Richard Nixon,Politics & Gov,N,2299,1969,2485
Mia Farrow,Entertainment,N,2300,1969,2486
Dustin Hoffman,Entertainment,N,2300,1969,2487
Henry Kissinger,Politics & Gov,N,2301,1969,2488
Richard Nixon,Politics & Gov,N,2302,1969,2489
Charles Bluhdorn,Business,N,2303,1969,2490
James Ling,Business,N,2303,1969,2491
G. William Miller,Business,N,2303,1969,2492
Carroll Righter,Science,N,2304,1969,2493
Nguyen van Thieu,Politics & Gov,N,2305,1969,2494
Dwight D. Eisenhower,Politics & Gov,N,2306,1969,2495
John Harvard,Education,N,2307,1969,2496
Ethel Kennedy,Politics & Gov,N,2308,1969,2497
Robert H. Finch,Politics & Gov,N,2309,1969,2498
Georges Pompidou,Politics & Gov,N,2310,1969,2499
Gamal Abdel Nasser,Politics & Gov,N,2311,1969,2500
Vladimir Nabokov,Politics & Gov,N,2312,1969,2501
Warren Burger,Politics & Gov,N,2313,1969,2502
Temple Fielding,Author,N,2314,1969,2503
Leonid Brezhnev,Politics & Gov,N,2315,1969,2504
Fidel Castro,Politics & Gov,N,2315,1969,2505
Nicolae Ceausescu,Politics & Gov,N,2315,1969,2506
Josip Tito,Politics & Gov,N,2315,1969,2507
Mao Zedong,Politics & Gov,N,2315,1969,2508
Prince Charles,Royalty,N,2316,1969,2509
Cesar Chavez,Business,N,2317,1969,2510
Neil Armstrong,Science,N,2318,1969,2511
Ted Kennedy,Politics & Gov,N,2319,1969,2512
John Wayne,Entertainment,N,2320,1969,2513
Richard Nixon,Politics & Gov,N,2321,1969,2514
Melvin Laird,Politics & Gov,N,2322,1969,2515
Ho Chi Minh,Politics & Gov,N,2323,1969,2516
Golda Meir,Politics & Gov,N,2324,1969,2517
Mario Procaccino,Politics & Gov,N,2325,1969,2518
Willy Brandt,Politics & Gov,N,2326,1969,2519
Richard Nixon,Politics & Gov,N,2327,1969,2520
Spiro Agnew,Politics & Gov,N,2328,1969,2521
Raquel Welch,Entertainment,N,2329,1969,2522
Lt. William Calley Jr,Military,N,2330,1969,2523
Ralph Nader,Politics & Gov,N,2331,1969,2524
Milton Friedman,Science,N,2332,1969,2525
The Band,Music,N,2333,1970,2526
Najeeb Halaby,Business,N,2334,1970,2527
Barry Commoner,Science,N,2335,1970,2528
Henry Fonda,Entertainment,N,2336,1970,2529
Jane Fonda,Entertainment,N,2336,1970,2530
Peter Fonda,Entertainment,N,2336,1970,2531
Anita Caspary,Religion,N,2337,1970,2532
James Shannon,Religion,N,2337,1970,2533
Jesse Jackson,Society,N,2338,1970,2534
Gunter Grass,Author,N,2339,1970,2535
Richard Nixon,Politics & Gov,N,2340,1970,2536
Fred Haise,Science,N,2341,1970,2537
Jim Lovell,Science,N,2341,1970,2538
Jack Swigert,Science,N,2341,1970,2539
Leonid Brezhnev,Politics & Gov,N,2342,1970,2540
Virginia Johnson,Science,N,2343,1970,2541
Dr. William Masters,Science,N,2343,1970,2542
Arthur Burns,Politics & Gov,N,2344,1970,2543
John D.Ehrlichman,Politics & Gov,N,2345,1970,2544
Harry R. Haldeman,Politics & Gov,N,2345,1970,2545
Henry Kissinger,Politics & Gov,N,2345,1970,2546
John Mitchell,Politics & Gov,N,2345,1970,2547
Richard Nixon,Politics & Gov,N,2345,1970,2548
Mike Nichols,Entertainment,N,2346,1970,2549
Edward R. Heath,Politics & Gov,N,2347,1970,2550
Jerry Vernon Wilson,Crime,N,2348,1970,2551
Henry Ford II,Business,N,2349,1970,2552
William P. Rogers,Politics & Gov,N,2350,1970,2553
Howard Stein,Business,N,2351,1970,2554
Kate Millett,Politics & Gov,N,2352,1970,2555
Elliott Gould,Entertainment,N,2353,1970,2556
John Fairchild,Fashion,N,2354,1970,2557
Richard Nixon,Politics & Gov,N,2355,1970,2558
Gamal Abdel Nasser,Politics & Gov,N,2356,1970,2559
Salvador Allende,Politics & Gov,N,2357,1970,2560
Richard Nixon,Politics & Gov,N,2358,1970,2561
Bill Brock,Politics & Gov,N,2359,1970,2562
James L. Buckley,Politics & Gov,N,2359,1970,2563
Adlai Stevenson II,Politics & Gov,N,2359,1970,2564
John V. Tunney,Politics & Gov,N,2359,1970,2565
Big Bird,Entertainment,N,2360,1970,2566
Martha Mitchell,Politics & Gov,N,2361,1970,2567
William M. Tschudy,Military,N,2362,1970,2568
George Washington,Politics & Gov,N,2363,1970,2569
Adm. Elmo Zumwalt,Military,N,2364,1970,2570
Willy Brandt,Politics & Gov,Y,2365,1971,2571
Ali MacGraw,Entertainment,N,2366,1971,2572
Daniel Berrigan,Religion,N,2367,1971,2573
Philip Berrigan,Religion,N,2367,1971,2574
Carl Albert,Politics & Gov,N,2368,1971,2575
Gen. Creighton Abrams,Military,N,2369,1971,2576
James Taylor,Music,N,2370,1971,2577
Muhammad Ali,Sports,N,2371,1971,2578
Joe Frazier,Sports,N,2371,1971,2579
George C. Scott,Entertainment,N,2372,1971,2580
Lt. William Calley Jr,Military,N,2373,1971,2581
Alexis Smith,Theater,N,2374,1971,2582
Akio Morita,Business,N,2375,1971,2583
Anwar Sadat,Politics & Gov,N,2376,1971,2584
Jimmy Carter,Politics & Gov,N,2377,1971,2585
Dick Cavett,Entertainment,N,2378,1971,2586
Eddie Cox,Politics & Gov,N,2379,1971,2587
Tricia Nixon,Politics & Gov,N,2379,1971,2588
Jesus,Religion,N,2380,1971,2589
Daniel Ellsberg,Military,N,2381,1971,2590
Joe Colombo Sr,Crime,N,2382,1971,2591
Lee Trevino,Sports,N,2383,1971,2592
Henry Kissinger,Politics & Gov,N,2384,1971,2593
Richard Nixon,Politics & Gov,N,2384,1971,2594
James Irwin,Science,N,2385,1971,2595
David Scott,Science,N,2385,1971,2596
Al Worden,Science,N,2385,1971,2597
Arthur Burns,Politics & Gov,N,2386,1971,2598
George Shultz,Politics & Gov,N,2386,1971,2599
Vida Blue,Sports,N,2387,1971,2600
Richard Nixon,Politics & Gov,N,2388,1971,2601
George Meany,Business,N,2389,1971,2602
Edmund Muskie,Politics & Gov,N,2390,1971,2603
B.F. Skinner,Science,N,2391,1971,2604
Emperor Hirohito,Royalty,N,2392,1971,2605
John Connally,Politics & Gov,N,2393,1971,2606
Jesus,Religion,N,2394,1971,2607
Lewis Powell Jr,Politics & Gov,N,2395,1971,2608
William H. Rehnquist,Politics & Gov,N,2395,1971,2609
Zhou En-lai,Politics & Gov,N,2396,1971,2610
Beverly Sills,Entertainment,N,2397,1971,2611
Ted Kennedy,Politics & Gov,N,2398,1971,2612
Indira Gandhi,Politics & Gov,N,2399,1971,2613
Yahya Khan,Politics & Gov,N,2399,1971,2614
Jesus,Religion,N,2400,1971,2615
Richard Nixon,Politics & Gov,Y,2401,1972,2616
Bob Griese,Sports,N,2402,1972,2617
Roger Staubach,Sports,N,2402,1972,2618
Howard Hughes,Entertainment,N,2403,1972,2619
Flip Wilson,Entertainment,N,2404,1972,2620
Henry Kissinger,Politics & Gov,N,2405,1972,2621
Robert Coles,Science,N,2406,1972,2622
Clifford Irving,Journalism,N,2407,1972,2623
Liza Minnelli,Entertainment,N,2408,1972,2624
Richard Nixon,Politics & Gov,N,2409,1972,2625
Mao Zedong,Politics & Gov,N,2409,1972,2626
George Wallace,Politics & Gov,N,2410,1972,2627
Jack Anderson,Journalism,N,2411,1972,2628
Richard Nixon,Politics & Gov,N,2412,1972,2629
George McGovern,Politics & Gov,N,2413,1972,2630
Gen. Vo Nguyen Giap,Military,N,2414,1972,2631
Leonid Brezhnev,Politics & Gov,N,2415,1972,2632
Kemmons Wilson,Business,N,2416,1972,2633
Edwin Land,Business,N,2417,1972,2634
Woody Allen,Entertainment,N,2418,1972,2635
Johnny Bench,Sports,N,2419,1972,2636
Kenneth Elstein,Politics & Gov,N,2420,1972,2637
Thomas Eagleton,Politics & Gov,N,2421,1972,2638
George McGovern,Politics & Gov,N,2421,1972,2639
Bobby Fischer,Sports,N,2422,1972,2640
Boris Spassky,Sports,N,2422,1972,2641
Thomas Eagleton,Politics & Gov,N,2423,1972,2642
George McGovern,Politics & Gov,N,2424,1972,2643
Sargent Shriver,Politics & Gov,N,2424,1972,2644
Spiro Agnew,Politics & Gov,N,2425,1972,2645
Richard Nixon,Politics & Gov,N,2425,1972,2646
Mark Spitz,Sports,N,2426,1972,2647
Cousin Maude,Entertainment,N,2427,1972,2648
Carroll O'Connor,Entertainment,N,2427,1972,2649
Fred Sanford,Entertainment,N,2427,1972,2650
Eleanor McGovern,Politics & Gov,N,2428,1972,2651
Pat Nixon,Politics & Gov,N,2428,1972,2652
Joe Namath,Sports,N,2429,1972,2653
Henry Kissinger,Politics & Gov,N,2430,1972,2654
Richard Bach,Author,N,2431,1972,2655
Richard Nixon,Politics & Gov,N,2432,1972,2656
Ernest Gallo,Business,N,2433,1972,2657
Julio Gallo,Business,N,2433,1972,2658
Liv Ullmann,Entertainment,N,2434,1972,2659
Don Shula,Sports,N,2435,1972,2660
Henry Kissinger,Politics & Gov,Y,2436,1973,2661
Richard Nixon,Politics & Gov,Y,2436,1973,2662
Joseph G. Cannon,Politics & Gov,N,2437,1973,2663
Marlon Brando,Entertainment,N,2438,1973,2664
Richard Nixon,Politics & Gov,N,2439,1973,2665
Ian Anderson,Music,N,2440,1973,2666
Roberta Flack,Music,N,2440,1973,2667
Carole King,Music,N,2440,1973,2668
Harry Nilsson,Music,N,2440,1973,2669
George Shultz,Politics & Gov,N,2441,1973,2670
Carlos Castaneda,Author,N,2442,1973,2671
Robert Good,Science,N,2443,1973,2672
L. Patrick Gray III,Politics & Gov,N,2444,1973,2673
Muammar Gaddafi,Politics & Gov,N,2445,1973,2674
Sam Ervin,Politics & Gov,N,2446,1973,2675
Pedro Arrupe,Religion,N,2447,1973,2676
Richard Nixon,Politics & Gov,N,2448,1973,2677
Georg Solti,Music,N,2449,1973,2678
Richard Nixon,Politics & Gov,N,2450,1973,2679
John Mitchell,Politics & Gov,N,2451,1973,2680
Richard Nixon,Politics & Gov,N,2452,1973,2681
Secretariat,Sports,N,2453,1973,2682
Leonid Brezhnev,Politics & Gov,N,2454,1973,2683
John Dean,Politics & Gov,N,2455,1973,2684
John Dean,Politics & Gov,N,2456,1973,2685
Richard Nixon,Politics & Gov,N,2456,1973,2686
Norman Mailer,Entertainment,N,2457,1973,2687
Marilyn Monroe,Entertainment,N,2457,1973,2688
John Mitchell,Politics & Gov,N,2458,1973,2689
Sam Ervin,Politics & Gov,N,2459,1973,2690
Richard Nixon,Politics & Gov,N,2459,1973,2691
Wendell Anderson,Politics & Gov,N,2460,1973,2692
Spiro Agnew,Politics & Gov,N,2461,1973,2693
Richard Nixon,Politics & Gov,N,2461,1973,2694
Richard Nixon,Politics & Gov,N,2462,1973,2695
Henry Kissinger,Politics & Gov,N,2463,1973,2696
Bobby Riggs,Sports,N,2464,1973,2697
Salvador Allende,Politics & Gov,N,2465,1973,2698
Spiro Agnew,Politics & Gov,N,2466,1973,2699
Spiro Agnew,Politics & Gov,N,2467,1973,2700
Gerald Ford,Politics & Gov,N,2468,1973,2701
Archibald Cox,Politics & Gov,N,2469,1973,2702
Richard Nixon,Politics & Gov,N,2469,1973,2703
Richard Nixon,Politics & Gov,N,2470,1973,2704
King Faisal,Royalty,N,2471,1973,2705
Peter Falk,Entertainment,N,2472,1973,2706
Rose Mary Woods,Politics & Gov,N,2473,1973,2707
Betty Ford,Politics & Gov,N,2474,1973,2708
Gerald Ford,Politics & Gov,N,2474,1973,2709
John Sirica,Politics & Gov,Y,2475,1974,2710
William Simon,Politics & Gov,N,2476,1974,2711
Tip O'Neill,Politics & Gov,N,2477,1974,2712
James Schlesinger,Politics & Gov,N,2478,1974,2713
Alexander Solzhenitsyn,Author,N,2479,1974,2714
Leon Jaworski,Politics & Gov,N,2480,1974,2715
Mia Farrow,Entertainment,N,2481,1974,2716
Robert Redford,Entertainment,N,2481,1974,2717
James St. Clair,Politics & Gov,N,2482,1974,2718
Henry Kissinger,Politics & Gov,N,2483,1974,2719
Richard Nixon,Politics & Gov,N,2484,1974,2720
Patricia C. Hearst,Entertainment,N,2485,1974,2721
Merle Haggard,Music,N,2486,1974,2722
Richard Nixon,Politics & Gov,N,2487,1974,2723
Reggie Jackson,Sports,N,2488,1974,2724
Henry Kissinger,Politics & Gov,N,2489,1974,2725
Richard Nixon,Politics & Gov,N,2490,1974,2726
Anwar Sadat,Politics & Gov,N,2490,1974,2727
Leonid Brezhnev,Politics & Gov,N,2491,1974,2728
Richard Nixon,Politics & Gov,N,2491,1974,2729
Richard Nixon,Politics & Gov,N,2492,1974,2730
William S. Cohen,Politics & Gov,N,2493,1974,2731
Robert McClory,Politics & Gov,N,2493,1974,2732
Charles Wiggins,Politics & Gov,N,2493,1974,2733
Peter Rodino,Politics & Gov,N,2494,1974,2734
Jack Nicholson,Entertainment,N,2495,1974,2735
Gerald Ford,Politics & Gov,N,2496,1974,2736
Gerald Ford,Politics & Gov,N,2497,1974,2737
Nelson Rockefeller,Politics & Gov,N,2498,1974,2738
Richard Nixon,Politics & Gov,N,2499,1974,2739
Gerald Ford,Politics & Gov,N,2500,1974,2740
William Colby,Politics & Gov,N,2501,1974,2741
Betty Ford,Politics & Gov,N,2502,1974,2742
Joan Kennedy,Politics & Gov,N,2502,1974,2743
Pat Nixon,Politics & Gov,N,2502,1974,2744
Gerald Ford,Politics & Gov,N,2503,1974,2745
Jerry Brown,Politics & Gov,N,2504,1974,2746
Valerie Harper,Entertainment,N,2505,1974,2747
Mary Tyler Moore,Entertainment,N,2505,1974,2748
Mohammad Reza Pahlavi,Royalty,N,2506,1974,2749
Yasser Arafat,Politics & Gov,N,2507,1974,2750
Yitzhak Rabin,Politics & Gov,N,2508,1974,2751
Joni Mitchell,Music,N,2509,1974,2752
King Faisal,Royalty,Y,2510,1975,2753
Dr. John Laragh,Science,N,2511,1975,2754
Gerald Ford,Politics & Gov,N,2512,1975,2755
Carl Albert,Politics & Gov,N,2513,1975,2756
Gerald Ford,Politics & Gov,N,2513,1975,2757
Zhou En-lai,Politics & Gov,N,2514,1975,2758
Henry Jackson,Politics & Gov,N,2515,1975,2759
Bernie Parent,Sports,N,2516,1975,2760
Cher,Entertainment,N,2517,1975,2761
