Name,Occupation,POY,Cover #,Year,Order
King Faisal,Royalty,N,2518,1975,2762
Henry Kissinger,Politics & Gov,N,2518,1975,2763
Yitzhak Rabin,Politics & Gov,N,2518,1975,2764
Anwar Sadat,Politics & Gov,N,2518,1975,2765
Nguyen van Thieu,Politics & Gov,N,2518,1975,2766
Gerald Ford,Politics & Gov,N,2519,1975,2767
Jimmy Connors,Sports,N,2520,1975,2768
Ho Chi Minh,Politics & Gov,N,2521,1975,2769
Mikhail Baryshnikov,Theater,N,2522,1975,2770
Gerald Ford,Politics & Gov,N,2523,1975,2771
Anwar Sadat,Politics & Gov,N,2524,1975,2772
Margaux Hemingway,Entertainment,N,2525,1975,2773
Elton John,Music,N,2526,1975,2774
Adam Smith,Science,N,2527,1975,2775
Betty Ford,Politics & Gov,N,2528,1975,2776
Gerald Ford,Politics & Gov,N,2528,1975,2777
Leonid Brezhnev,Politics & Gov,N,2529,1975,2778
Gerald Ford,Politics & Gov,N,2529,1975,2779
Francisco da Costa Gomes,Politics & Gov,N,2530,1975,2780
Otelo Saraiva de Carvalho,Politics & Gov,N,2530,1975,2781
Vasco dos Santos Goncalves,Politics & Gov,N,2530,1975,2782
Charles O. Finley,Sports,N,2531,1975,2783
Henry Kissinger,Politics & Gov,N,2532,1975,2784
Yitzhak Rabin,Politics & Gov,N,2532,1975,2785
Anwar Sadat,Politics & Gov,N,2532,1975,2786
Sgt. Leonard Matlovich,Military,N,2533,1975,2787
Lynette Fromme,Crime,N,2534,1975,2788
Patricia C. Hearst,Crime,N,2535,1975,2789
Gerald Ford,Politics & Gov,N,2536,1975,2790
The Maharishi,Religion,N,2537,1975,2791
Mayor Jacob Beame,Politics & Gov,N,2538,1975,2792
Bruce Springsteen,Music,N,2539,1975,2793
Juan Carlos,Royalty,N,2540,1975,2794
Francisco Franco,Politics & Gov,N,2540,1975,2795
Sarah Caldwell,Music,N,2541,1975,2796
George H.W. Bush,Politics & Gov,N,2542,1975,2797
Gerald Ford,Politics & Gov,N,2542,1975,2798
Henry Kissinger,Politics & Gov,N,2542,1975,2799
Donald Rumsfeld,Politics & Gov,N,2542,1975,2800
Ronald Reagan,Politics & Gov,N,2543,1975,2801
Joe Greene,Sports,N,2544,1975,2802
L.C. Greenwood,Sports,N,2544,1975,2803
Ernie Holmes,Sports,N,2544,1975,2804
Dwight White,Sports,N,2544,1975,2805
Marisa Berenson,Entertainment,N,2545,1975,2806
J. Edgar Hoover,Politics & Gov,N,2546,1975,2807
Mother Teresa,Religion,N,2547,1975,2808
Susan Brownmiller,Journalism,Y,2548,1976,2809
Lt. Kathleen Byerly,Military,Y,2548,1976,2810
Alison Cheek,Religion,Y,2548,1976,2811
J.K. Conway,Author,Y,2548,1976,2812
Betty Ford,Politics & Gov,Y,2548,1976,2813
Ella Grasso,Politics & Gov,Y,2548,1976,2814
Carla Hills,Politics & Gov,Y,2548,1976,2815
Billie Jean King,Sports,Y,2548,1976,2816
Barbara Jordan,Politics & Gov,Y,2548,1976,2817
Susie Sharp,Politics & Gov,Y,2548,1976,2818
Carol Sutton,Journalism,Y,2548,1976,2819
Addie Wyatt,Business,Y,2548,1976,2820
Susan Seaforth Hayes,Entertainment,N,2549,1976,2821
Deng Xiaoping,Politics & Gov,N,2550,1976,2822
Daniel Patrick Moynihan,Politics & Gov,N,2551,1976,2823
Dorothy Hamill,Sports,N,2552,1976,2824
F. Lee Bailey,Entertainment,N,2553,1976,2825
Patricia C. Hearst,Entertainment,N,2553,1976,2826
Gore Vidal,Author,N,2554,1976,2827
Jimmy Carter,Politics & Gov,N,2555,1976,2828
Carol Gustafson,Entertainment,N,2556,1976,2829
Dustin Hoffman,Entertainment,N,2557,1976,2830
Robert Redford,Entertainment,N,2557,1976,2831
Howard Hughes,Entertainment,N,2558,1976,2832
Babe Ruth,Sports,N,2559,1976,2833
Prince Bernhard,Royalty,N,2560,1976,2834
Carl XVI Gustaf,Royalty,N,2560,1976,2835
Juan Carlos,Royalty,N,2560,1976,2836
Queen Elizabeth II,Royalty,N,2560,1976,2837
Princess Juliana,Royalty,N,2560,1976,2838
Queen Margrethe II,Royalty,N,2560,1976,2839
Jimmy Carter,Politics & Gov,N,2561,1976,2840
Gerald Ford,Politics & Gov,N,2562,1976,2841
Ronald Reagan,Politics & Gov,N,2562,1976,2842
Paul McCartney,Music,N,2563,1976,2843
Enrico Berlinguer,Politics & Gov,N,2564,1976,2844
Jimmy Carter,Politics & Gov,N,2565,1976,2845
Gerald Ford,Politics & Gov,N,2565,1976,2846
Ronald Reagan,Politics & Gov,N,2565,1976,2847
Thomas Jefferson,Politics & Gov,N,2566,1976,2848
Jimmy Carter,Politics & Gov,N,2567,1976,2849
Walter Mondale,Politics & Gov,N,2567,1976,2850
Nadia Comaneci,Sports,N,2568,1976,2851
Gerald Ford,Politics & Gov,N,2569,1976,2852
Bob Dole,Politics & Gov,N,2570,1976,2853
Gerald Ford,Politics & Gov,N,2570,1976,2854
Mao Zedong,Politics & Gov,N,2571,1976,2855
Jimmy Carter,Politics & Gov,N,2572,1976,2856
Gerald Ford,Politics & Gov,N,2572,1976,2857
Ian Smith,Politics & Gov,N,2573,1976,2858
Gerald Ford,Politics & Gov,N,2574,1976,2859
Jessica Lange,Entertainment,N,2575,1976,2860
Jimmy Carter,Politics & Gov,N,2576,1976,2861
Gerald Ford,Politics & Gov,N,2576,1976,2862
Jimmy Carter,Politics & Gov,N,2577,1976,2863
Farrah Fawcett,Entertainment,N,2578,1976,2864
Kate Jackson,Entertainment,N,2578,1976,2865
Jaclyn Smith,Entertainment,N,2578,1976,2866
Robert Rauschenberg,Arts,N,2579,1976,2867
Howard Hughes,Entertainment,N,2580,1976,2868
Gordon Margulis,Entertainment,N,2580,1976,2869
Jimmy Carter,Politics & Gov,N,2581,1976,2870
Hamilton Jordan,Politics & Gov,N,2581,1976,2871
Walter Mondale,Politics & Gov,N,2581,1976,2872
Jimmy Carter,Politics & Gov,Y,2582,1977,2873
Rupert Murdoch,Business,N,2583,1977,2874
Alex Haley,Author,N,2584,1977,2875
Linda Ronstadt,Music,N,2585,1977,2876
Idi Amin,Politics & Gov,N,2586,1977,2877
Marabel Morgan,Author,N,2587,1977,2878
Chianq Ch'ing,Politics & Gov,N,2588,1977,2879
Mao Zedong,Politics & Gov,N,2588,1977,2880
Lily Tomlin,Entertainment,N,2589,1977,2881
James Schlesinger,Politics & Gov,N,2590,1977,2882
Jimmy Carter,Politics & Gov,N,2591,1977,2883
Uncle Sam,Politics & Gov,N,2592,1977,2884
David Frost,Politics & Gov,N,2593,1977,2885
Richard Nixon,Politics & Gov,N,2593,1977,2886
Harold Brown,Politics & Gov,N,2594,1977,2887
Menachem Begin,Politics & Gov,N,2595,1977,2888
Hamilton Jordan,Politics & Gov,N,2596,1977,2889
Jody Powell,Politics & Gov,N,2596,1977,2890
Wally Amos,Business,N,2597,1977,2891
Steve Cauthen,Sports,N,2597,1977,2892
Peter Frampton,Music,N,2597,1977,2893
Colleen McCullough,Author,N,2597,1977,2894
James Earl Ray,Crime,N,2598,1977,2895
Adolfo Suarez,Politics & Gov,N,2599,1977,2896
Rod Carew,Sports,N,2600,1977,2897
Menachem Begin,Politics & Gov,N,2601,1977,2898
Leonid Brezhnev,Politics & Gov,N,2601,1977,2899
Jimmy Carter,Politics & Gov,N,2601,1977,2900
Hua Guofeng,Politics & Gov,N,2601,1977,2901
Anwar Sadat,Politics & Gov,N,2601,1977,2902
Helmut Schmidt,Politics & Gov,N,2601,1977,2903
Arthur Ochs Sulzberger,Journalism,N,2602,1977,2904
Uncle Sam,Politics & Gov,N,2603,1977,2905
Fred Silverman,Business,N,2604,1977,2906
Jimmy Carter,Politics & Gov,N,2605,1977,2907
Bert Lance,Politics & Gov,N,2605,1977,2908
Diane Keaton,Entertainment,N,2606,1977,2909
John le Carre,Politics & Gov,N,2607,1977,2910
Jimmy Carter,Politics & Gov,N,2608,1977,2911
Gen. Moshe Dayan,Politics & Gov,N,2608,1977,2912
Mstislav Rostropovich,Music,N,2609,1977,2913
Richard Leakey,Science,N,2610,1977,2914
John Vorster,Politics & Gov,N,2611,1977,2915
Anwar Sadat,Politics & Gov,N,2612,1977,2916
Dixy Lee Ray,Politics & Gov,N,2613,1977,2917
Jesus,Religion,N,2614,1977,2918
Anwar Sadat,Politics & Gov,Y,2615,1978,2919
Clint Eastwood,Entertainment,N,2616,1978,2920
Burt Reynolds,Entertainment,N,2616,1978,2921
Robert Byrd,Politics & Gov,N,2617,1978,2922
Michael Blumenthal,Politics & Gov,N,2618,1978,2923
Stansfield Turner,Politics & Gov,N,2619,1978,2924
Rene Levesque,Politics & Gov,N,2620,1978,2925
Pierre Trudeau,Politics & Gov,N,2620,1978,2926
C3PO,Entertainment,N,2621,1978,2927
Muhammad Ali,Sports,N,2622,1978,2928
Cheryl Tiegs,Entertainment,N,2623,1978,2929
Yasser Arafat,Politics & Gov,N,2624,1978,2930
Menachem Begin,Politics & Gov,N,2624,1978,2931
John Travolta,Entertainment,N,2625,1978,2932
Cyrus Vance,Politics & Gov,N,2626,1978,2933
Gelsey Kirkland,Theater,N,2627,1978,2934
Prince Charles,Royalty,N,2628,1978,2935
Prince Fahd,Royalty,N,2629,1978,2936
Steve Cauthen,Sports,N,2630,1978,2937
Joseph Califano,Politics & Gov,N,2631,1978,2938
Howard Jarvis,Politics & Gov,N,2632,1978,2939
Warren Beatty,Entertainment,N,2633,1978,2940
Allan Bakke,Society,N,2634,1978,2941
G. William Miller,Politics & Gov,N,2635,1978,2942
Anatoly Shcharansky,Politics & Gov,N,2636,1978,2943
Cardinal Baggio,Religion,N,2637,1978,2944
Cardinal Bertoli,Religion,N,2637,1978,2945
Cardinal Pignedoli,Religion,N,2637,1978,2946
Cardinal Pironio,Religion,N,2637,1978,2947
Cardinal Willebrands,Religion,N,2637,1978,2948
Mario Puzo,Author,N,2638,1978,2949
Pope John Paul I,Religion,N,2639,1978,2950
Menachem Begin,Politics & Gov,N,2640,1978,2951
Mohammad Reza Pahlavi,Royalty,N,2641,1978,2952
Menachem Begin,Politics & Gov,N,2642,1978,2953
Anwar Sadat,Politics & Gov,N,2642,1978,2954
Jimmy Carter,Politics & Gov,N,2643,1978,2955
Pope John Paul I,Religion,N,2644,1978,2956
Pope John Paul II,Religion,N,2645,1978,2957
George Washington,Politics & Gov,N,2646,1978,2958
Bill Bradley,Politics & Gov,N,2647,1978,2959
Jerry Brown,Politics & Gov,N,2647,1978,2960
Hugh Carey,Politics & Gov,N,2647,1978,2961
Thad Cochran,Politics & Gov,N,2647,1978,2962
Nancy Kassebaum,Politics & Gov,N,2647,1978,2963
James R. Thompson,Politics & Gov,N,2647,1978,2964
Letitia Baldridge,Society,N,2648,1978,2965
Michel Bergerac,Business,N,2649,1978,2966
Menachem Begin,Politics & Gov,N,2650,1978,2967
Jimmy Carter,Politics & Gov,N,2650,1978,2968
Deng Xiaoping,Politics & Gov,N,2650,1978,2969
Deng Xiaoping,Politics & Gov,Y,2651,1979,2970
Philip Johnson,Architecture,N,2652,1979,2971
Leonid Brezhnev,Politics & Gov,N,2653,1979,2972
Deng Xiaoping,Politics & Gov,N,2654,1979,2973
Ayatollah Khomeini,Politics & Gov,N,2655,1979,2974
Albert Einstein,Science,N,2656,1979,2975
Robin Williams,Entertainment,N,2657,1979,2976
Jimmy Carter,Politics & Gov,N,2658,1979,2977
Woody Allen,Entertainment,N,2659,1979,2978
Margaret Thatcher,Politics & Gov,N,2660,1979,2979
Russell Baker,Journalism,N,2661,1979,2980
Helmut Schmidt,Politics & Gov,N,2662,1979,2981
Pope John Paul II,Religion,N,2663,1979,2982
Leonid Brezhnev,Politics & Gov,N,2664,1979,2983
Jimmy Carter,Politics & Gov,N,2664,1979,2984
Jimmy Carter,Politics & Gov,N,2665,1979,2985
Diane Lane,Entertainment,N,2666,1979,2986
Ansel Adams,Arts,N,2667,1979,2987
John Connally,Politics & Gov,N,2668,1979,2988
Fidel Castro,Politics & Gov,N,2669,1979,2989
Cyrus Vance,Politics & Gov,N,2669,1979,2990
Luciano Pavarotti,Theater,N,2670,1979,2991
Henry Kissinger,Politics & Gov,N,2671,1979,2992
Lopez Portill,Politics & Gov,N,2672,1979,2993
Pope John Paul II,Religion,N,2673,1979,2994
Paul Volcker,Politics & Gov,N,2674,1979,2995
David C. Jones,Military,N,2675,1979,2996
Ted Kennedy,Politics & Gov,N,2676,1979,2997
Jimmy Carter,Politics & Gov,N,2677,1979,2998
Ayatollah Khomeini,Politics & Gov,N,2677,1979,2999
Mohammad Reza Pahlavi,Politics & Gov,N,2678,1979,3000
The Who,Music,N,2679,1979,3001
Ayatollah Khomeini,Politics & Gov,Y,2680,1980,3002
Jimmy Carter,Politics & Gov,N,2681,1980,3003
Beth Heiden,Sports,N,2682,1980,3004
Eric Heiden,Sports,N,2682,1980,3005
Dan Rather,Journalism,N,2683,1980,3006
Peter Sellers,Entertainment,N,2684,1980,3007
Ronald Reagan,Politics & Gov,N,2685,1980,3008
Jimmy Carter,Politics & Gov,N,2686,1980,3009
T.A. Wilson,Business,N,2687,1980,3010
Jimmy Carter,Politics & Gov,N,2688,1980,3011
Jimmy Carter,Politics & Gov,N,2689,1980,3012
Edmund Muskie,Politics & Gov,N,2690,1980,3013
Darth Vader,Entertainment,N,2691,1980,3014
Bjorn Borg,Sports,N,2692,1980,3015
George H.W. Bush,Politics & Gov,N,2693,1980,3016
Ronald Reagan,Politics & Gov,N,2693,1980,3017
Billy Carter,Politics & Gov,N,2694,1980,3018
Larry Hagman,Entertainment,N,2695,1980,3019
Jimmy Carter,Politics & Gov,N,2696,1980,3020
Jimmy Carter,Politics & Gov,N,2697,1980,3021
Philip Caldwell,Business,N,2698,1980,3022
Lee Iacocca,Business,N,2698,1980,3023
Thomas Murphy,Business,N,2698,1980,3024
Paul Bear Bryant,Sports,N,2699,1980,3025
Jimmy Carter,Politics & Gov,N,2700,1980,3026
Ronald Reagan,Politics & Gov,N,2700,1980,3027
Carl Sagan,Science,N,2701,1980,3028
Jimmy Carter,Politics & Gov,N,2702,1980,3029
Ronald Reagan,Politics & Gov,N,2702,1980,3030
Ronald Reagan,Politics & Gov,N,2703,1980,3031
Tom Brokaw,Entertainment,N,2704,1980,3032
David Hartman,Entertainment,N,2704,1980,3033
Charles Kuralt,Entertainment,N,2704,1980,3034
Joan Lunden,Entertainment,N,2704,1980,3035
Jane Pauley,Entertainment,N,2704,1980,3036
Willard Scott,Entertainment,N,2704,1980,3037
Gene Shalit,Entertainment,N,2704,1980,3038
John Lennon,Music,N,2705,1980,3039
Lech Walesa,Politics & Gov,N,2706,1980,3040
Ronald Reagan,Politics & Gov,Y,2707,1981,3041
Brooke Shields,Entertainment,N,2708,1981,3042
Margaret Thatcher,Politics & Gov,N,2709,1981,3043
Herbert Boyer,Science,N,2710,1981,3044
Alexander Haig,Politics & Gov,N,2711,1981,3045
Ronald Reagan,Politics & Gov,N,2712,1981,3046
Princess Diana,Royalty,N,2713,1981,3047
Billy Martin,Sports,N,2714,1981,3048
Menachem Begin,Politics & Gov,N,2715,1981,3049
Shimon Peres,Politics & Gov,N,2715,1981,3050
Pope John Paul II,Religion,N,2716,1981,3051
Ed Koch,Politics & Gov,N,2717,1981,3052
Francois Mitterrand,Politics & Gov,N,2718,1981,3053
Sandra Day O'Connor,Politics & Gov,N,2719,1981,3054
Caspar Weinberger,Politics & Gov,N,2720,1981,3055
Prince Charles,Royalty,N,2721,1981,3056
Princess Diana,Royalty,N,2721,1981,3057
James Rouse,Business,N,2722,1981,3058
John Irving,Author,N,2723,1981,3059
Meryl Streep,Entertainment,N,2724,1981,3060
Jesse Helms,Politics & Gov,N,2725,1981,3061
Ronald Reagan,Politics & Gov,N,2726,1981,3062
Nicholas Nickelby,Theater,N,2727,1981,3063
Anwar Sadat,Politics & Gov,N,2728,1981,3064
Ronald Reagan,Politics & Gov,N,2729,1981,3065
Peter Fonda,Entertainment,N,2730,1981,3066
Katharine Hepburn,Entertainment,N,2730,1981,3067
Muammar Gaddafi,Politics & Gov,N,2731,1981,3068
Gen. Wojciech Jaruzelski,Military,N,2732,1981,3069
Lech Walesa,Politics & Gov,Y,2733,1982,3070
Joe Montana,Sports,N,2734,1982,3071
Franklin D. Roosevelt,Politics & Gov,N,2735,1982,3072
Steve Jobs,Business,N,2736,1982,3073
Jaclyn Smith,Entertainment,N,2737,1982,3074
Henry Kissinger,Politics & Gov,N,2738,1982,3075
Paul Volcker,Politics & Gov,N,2739,1982,3076
Giorgio Armani,Fashion,N,2740,1982,3077
Howard Baker,Politics & Gov,N,2741,1982,3078
Pope John Paul II,Religion,N,2742,1982,3079
Ronald Reagan,Politics & Gov,N,2742,1982,3080
Gerry Cooney,Sports,N,2743,1982,3081
Sylvester Stallone,Sports,N,2743,1982,3082
George Schultz,Politics & Gov,N,2744,1982,3083
Ayatollah Khomeini,Politics & Gov,N,2745,1982,3084
Ted Turner,Business,N,2746,1982,3085
James Watt,Politics & Gov,N,2747,1982,3086
Menachem Begin,Politics & Gov,N,2748,1982,3087
Ariel Sharon,Politics & Gov,N,2749,1982,3088
Jimmy Carter,Politics & Gov,N,2750,1982,3089
John Updike,Author,N,2751,1982,3090
John DeLorean,Business,N,2752,1982,3091
Yuri Andropov,Politics & Gov,N,2753,1982,3092
Leonid Brezhnev,Politics & Gov,N,2753,1982,3093
Archbishop Joseph Bernardin,Religion,N,2754,1982,3094
Paul Newman,Entertainment,N,2755,1982,3095
Ronald Reagan,Politics & Gov,N,2756,1982,3096
Miguel de la Madrid,Politics & Gov,N,2757,1982,3097
Leon Dillinger,Religion,N,2758,1982,3098
James Levine,Theater,N,2759,1983,3099
Robert Mitchum,Entertainment,N,2760,1983,3100
Menachem Begin,Politics & Gov,N,2761,1983,3101
Ariel Sharon,Politics & Gov,N,2761,1983,3102
Princess Diana,Royalty,N,2762,1983,3103
Franklin C. Spinney,Politics & Gov,N,2763,1983,3104
Pope John Paul II,Religion,N,2764,1983,3105
Lee Iacocca,Business,N,2765,1983,3106
Ronald Reagan,Politics & Gov,N,2766,1983,3107
Claude Pepper,Politics & Gov,N,2767,1983,3108
Nastassia Kinski,Entertainment,N,2768,1983,3109
Ronald Reagan,Politics & Gov,N,2769,1983,3110
George Lucas,Entertainment,N,2770,1983,3111
Margaret Thatcher,Politics & Gov,N,2771,1983,3112
Pope John Paul II,Religion,N,2772,1983,3113
John Opel,Business,N,2773,1983,3114
David Bowie,Music,N,2774,1983,3115
William P. Clark,Politics & Gov,N,2775,1983,3116
Jesse Jackson,Politics & Gov,N,2776,1983,3117
Ronald Reagan,Politics & Gov,N,2777,1983,3118
Deng Xiaoping,Politics & Gov,N,2778,1983,3119
Mao Zedong,Politics & Gov,N,2778,1983,3120
Peter Ueberroth,Sports,N,2779,1983,3121
Ronald Reagan,Politics & Gov,N,2780,1983,3122
John F. Kennedy,Politics & Gov,N,2781,1983,3123
George Orwell,Author,N,2782,1983,3124
Hafez Assad,Politics & Gov,N,2783,1983,3125
Yuri Andropov,Politics & Gov,Y,2784,1984,3126
Ronald Reagan,Politics & Gov,Y,2784,1984,3127
Mehmet Ali Agca,Crime,N,2785,1984,3128
Pope John Paul II,Religion,N,2785,1984,3129
Arthur Rock,Business,N,2786,1984,3130
Phil Mahre,Sports,N,2787,1984,3131
Tamara McKinney,Sports,N,2787,1984,3132
Ronald Reagan,Politics & Gov,N,2788,1984,3133
Yuri Andropov,Politics & Gov,N,2789,1984,3134
Konstantin Chernenko,Politics & Gov,N,2790,1984,3135
Martin Feldstein,Politics & Gov,N,2791,1984,3136
John Glenn,Politics & Gov,N,2792,1984,3137
Gary Hart,Politics & Gov,N,2792,1984,3138
Walter Mondale,Politics & Gov,N,2792,1984,3139
Michael Jackson,Music,N,2793,1984,3140
Alexander Haig,Politics & Gov,N,2794,1984,3141
Bill Gates,Business,N,2795,1984,3142
Jesse Jackson,Politics & Gov,N,2796,1984,3143
Shirley MacLaine,Entertainment,N,2797,1984,3144
Dianne Feinstein,Politics & Gov,N,2798,1984,3145
Geraldine Ferraro,Politics & Gov,N,2798,1984,3146
Walter Mondale,Politics & Gov,N,2799,1984,3147
Andrei A. Gromyko,Politics & Gov,N,2800,1984,3148
Erma Bombeck,Journalism,N,2801,1984,3149
Shimon Peres,Politics & Gov,N,2802,1984,3150
Yitzhak Shamir,Politics & Gov,N,2802,1984,3151
Geraldine Ferraro,Politics & Gov,N,2803,1984,3152
Carl Lewis,Sports,N,2804,1984,3153
Carl Lewis,Sports,N,2805,1984,3154
Cheryl Tiegs,Fashion,N,2806,1984,3155
George H.W. Bush,Politics & Gov,N,2807,1984,3156
Ronald Reagan,Politics & Gov,N,2807,1984,3157
Geraldine Ferraro,Politics & Gov,N,2808,1984,3158
Brian Mulroney,Politics & Gov,N,2809,1984,3159
Andrei A. Gromyko,Politics & Gov,N,2810,1984,3160
Harry Blackmun,Politics & Gov,N,2811,1984,3161
William J. Brennan,Politics & Gov,N,2811,1984,3162
Warren Burger,Politics & Gov,N,2811,1984,3163
Thurgood Marshall,Politics & Gov,N,2811,1984,3164
Sandra Day O'Connor,Politics & Gov,N,2811,1984,3165
Lewis Powell Jr,Politics & Gov,N,2811,1984,3166
William H. Rehnquist,Politics & Gov,N,2811,1984,3167
John P. Stevens,Politics & Gov,N,2811,1984,3168
Byron White,Politics & Gov,N,2811,1984,3169
George H.W. Bush,Politics & Gov,N,2812,1984,3170
Geraldine Ferraro,Politics & Gov,N,2812,1984,3171
Walter Mondale,Politics & Gov,N,2812,1984,3172
Ronald Reagan,Politics & Gov,N,2812,1984,3173
Walter Mondale,Politics & Gov,N,2813,1984,3174
Ronald Reagan,Politics & Gov,N,2813,1984,3175
Indira Gandhi,Politics & Gov,N,2814,1984,3176
Ronald Reagan,Politics & Gov,N,2815,1984,3177
William DeVries,Science,N,2816,1984,3178
Sir David Lean,Entertainment,N,2817,1984,3179
Peter Ueberroth,Sports,Y,2818,1985,3180
Nancy Reagan,Politics & Gov,N,2819,1985,3181
Donald Regan,Politics & Gov,N,2820,1985,3182
Warren Burger,Politics & Gov,N,2821,1985,3183
Nancy Reagan,Politics & Gov,N,2821,1985,3184
Ronald Reagan,Politics & Gov,N,2821,1985,3185
Pope John Paul II,Religion,N,2822,1985,3186
T. Boone Pickens,Business,N,2823,1985,3187
Larry Bird,Sports,N,2824,1985,3188
Wayne Gretzky,Sports,N,2824,1985,3189
Mikhail Gorbachev,Politics & Gov,N,2825,1985,3190
Lee Iacocca,Business,N,2826,1985,3191
Bernhard Goetz,Crime,N,2827,1985,3192
Ronald Reagan,Politics & Gov,N,2828,1985,3193
Madonna,Music,N,2829,1985,3194
Steven Spielberg,Entertainment,N,2830,1985,3195
Ronald Reagan,Politics & Gov,N,2831,1985,3196
Pete Rose,Sports,N,2832,1985,3197
Rev. Jerry Falwell,Religion,N,2833,1985,3198
Mikhail Gorbachev,Politics & Gov,N,2834,1985,3199
Don Johnson,Entertainment,N,2835,1985,3200
Phillip Michael Thomas,Entertainment,N,2835,1985,3201
Deng Xiaoping,Politics & Gov,N,2836,1985,3202
Uncle Sam,Politics & Gov,N,2837,1985,3203
Yasser Arafat,Politics & Gov,N,2838,1985,3204
Bettino Craxi,Politics & Gov,N,2838,1985,3205
Hosni Mubarak,Politics & Gov,N,2838,1985,3206
Ronald Reagan,Politics & Gov,N,2838,1985,3207
Garrison Keillor,Author,N,2839,1985,3208
Prince Charles,Royalty,N,2840,1985,3209
Princess Diana,Royalty,N,2840,1985,3210
Mikhail Gorbachev,Politics & Gov,N,2841,1985,3211
Ronald Reagan,Politics & Gov,N,2841,1985,3212
Mikhail Gorbachev,Politics & Gov,N,2842,1985,3213
Ronald Reagan,Politics & Gov,N,2842,1985,3214
Deng Xiaoping,Politics & Gov,Y,2843,1986,3215
Donald Burr,Business,N,2844,1986,3216
Walter Payton,Sports,N,2845,1986,3217
William Perry,Sports,N,2845,1986,3218
Corazon Aquino,Politics & Gov,N,2846,1986,3219
Ferdinand Marcos,Politics & Gov,N,2846,1986,3220
Pat Robertson,Religion,N,2847,1986,3221
